V1,V2,V3,V4
0.00055044259092607,0.0226336545985152,0.000229845832447451,0.004710021720572
0.00244079023765376,0.0202271880030483,0.0004192364597988,0.07171796312923
0.000630925566868168,0.000513830147775729,0.00815122514879041,0.0093527764553929
0.142647244508652,0.562869003025577,0.0408972923873172,0.31844261677233
6.17274962921854e-07,7.91656930847484e-05,1.34233697596242e-05,2.81849369276888e-06
0.00188676988646863,0.0346626690512579,0.0596867487010163,0.000130879825242736
0.0141714522923231,0.029421634524304,0.0905086139611085,0.0205015128536814
0.000104611351539718,9.43140237685824e-07,0.00160598547115653,0.0816007917232257
1.94156240151955e-06,1.91182111289878e-05,1.00722488002303e-05,0.000239972539058608
0.00822634732995497,0.00118128329860978,0.0792017081401564,0.105953289122226
0.0079033658932568,0.0832925715675401,0.068404083949736,0.00181655997384722
0.000295460736709718,0.00692203574836381,0.00172782771083235,0.000626741031585443
0.000872274204770096,0.0147536792779834,0.007750624320777,0.00073578683383424
0.00216735950951319,0.0315938810344073,0.00365780209501709,0.00643650693924036
3.65888664186631e-05,0.000620012775721324,0.000603724960454577,0.000143314440548936
0.000541597454921994,0.0535659022731647,0.000285071588904673,0.0013956215405424
7.70496097654005e-05,0.00192178833242296,0.00216932210970522,6.538103672038e-05
8.36439141493894e-06,0.000285881764056306,0.000539916641222882,1.02497292296944e-05
0.000240079147308392,0.000283546628733977,0.000356493810342307,0.0308936097046362
6.63836581203947e-05,0.0043840547178039,0.000195658312577507,0.000254935176169702
2.06156607827079e-05,0.000123572755843404,0.000839712136550985,0.00013599594181668
3.28304810515156e-05,0.000135026045474662,0.000102623797822998,0.00287240537845679
0.000477554274300962,0.00264505844977214,0.00392511619396008,0.00243451674382866
0.00925484958768674,0.047306671546904,0.00800908896529628,0.0522341993658968
1.3746967949535e-05,0.00049202072138621,2.20801015989869e-05,0.000485894737186965
0.000335397948120875,0.00040327609495816,0.0119277341300017,0.00193653677289962
9.75552321450524e-05,0.00171641961935898,0.010946785104148,1.890379350733e-05
0.00266467756181055,0.0112415663246418,0.00391682667443294,0.0285113641083029
1.07655473102763e-06,3.49522482001596e-06,0.00019705358218014,1.6251919841781e-05
7.4223922120531e-05,4.845471849102e-05,0.000323402354944324,0.0129979142715413
8.53100049316158e-05,5.41975580145015e-05,0.00364475873129499,0.00166330162877104
0.0092237935201307,0.00405564038275452,0.00724750451552048,0.335346527226349
0.00338602515339792,0.0449781730839507,0.00543740372025503,0.008012665040527
6.33581008901984e-06,2.96585869974386e-07,0.000987242412160305,0.00134752962421703
0.0118272569290481,0.0117639908159587,0.0111510392240352,0.201577773686449
0.000183705195546224,0.0034784068542989,2.96420289070953e-05,0.0135375516494305
0.152407376059002,0.00964217160199743,0.849563993855294,0.288049117193865
4.72211389345167e-05,0.00221978801326217,0.000503248572875203,8.29199603354924e-05
3.41673152415289e-06,6.57496561934368e-05,0.000123757016496695,2.2505643858195e-05
0.00154962222690092,0.00638000011486417,0.00254083981940012,0.0212747034868335
1.16587109988409e-05,9.33932192636044e-05,0.000187908091412003,0.000216475833409335
0.00355650867388102,0.0213204004524974,0.063332463051617,0.00122683877133012
7.80808423965773e-05,0.000193426032661592,0.00477847685546373,0.000330022338779767
0.00278144925000334,0.0154795616127352,0.0215792169837646,0.00406833974450316
0.0108312950069557,0.00289503361974519,0.0987058426047253,0.0748228843501927
1.39255398690086e-06,0.000104119319591756,0.00129058119294301,7.53858959701148e-08
0.000200589869013723,0.00125502865691574,0.000342067902780241,0.00679001268094204
8.42235299721716e-05,0.00107664458647028,0.000195502978711848,0.00200445050040221
1.64022871673719e-06,3.60303023305697e-07,0.00469867886904707,8.35398054643832e-06
2.26115284328587e-05,0.00187976994056238,6.10566418179914e-06,0.00106694947967589
2.93735449277133e-05,0.000336148856924345,5.12684307003575e-05,0.0017183344198074
0.000203931866923468,0.000278026602462123,0.00717936990404133,0.00150278871280296
0.000362070378716162,0.000412796160910611,0.00451481302278134,0.0062097305219605
